,timing,scale_val,degree,number_of_roots_found
0,0.0479736328125,1,2,27
1,0.04399394989013672,1,3,81
2,0.047360897064208984,1,4,243
3,0.057528018951416016,1,5,729
4,0.09240555763244629,1,6,2187
5,0.24520373344421387,1,7,6561
6,0.6666171550750732,1,8,19683
7,2.0354175567626953,1,9,59049
8,6.62347936630249,1,10,177147
9,22.502580165863037,1,11,531441
10,72.89699006080627,1,12,1594323
11,239.82645297050476,1,13,4782969
