,timing,scale_val,degree,number_of_roots_found
0,0.02019953727722168,1,2,27
1,0.017278671264648438,1,3,81
2,0.0241544246673584,1,4,243
3,0.04361915588378906,1,5,729
4,0.11305117607116699,1,6,2187
5,0.3991990089416504,1,7,6561
6,1.153010606765747,1,8,19683
7,3.7836081981658936,1,9,59049
8,12.080541133880615,1,10,177147
9,40.11896800994873,1,11,531441
10,131.00753235816956,1,12,1594323
11,414.62861013412476,1,13,4782969
