,timing,scale_val,degree,number_of_roots_found
0,0.02932262420654297,1,2,27
1,0.025570154190063477,1,3,81
2,0.02968430519104004,1,4,243
3,0.04329514503479004,1,5,729
4,0.09075236320495605,1,6,2187
5,0.2790095806121826,1,7,6561
6,0.8091335296630859,1,8,19683
7,2.726423978805542,1,9,59049
8,8.773885011672974,1,10,177147
9,29.54629635810852,1,11,531441
10,96.00877737998962,1,12,1594323
11,310.0621325969696,1,13,4782969
