,timing,scale_val,degree,number_of_roots_found
0,0.002619504928588867,1,2,18
1,0.006647825241088867,1,3,108
2,0.020975112915039062,1,4,540
3,0.06715941429138184,1,5,2106
4,0.22008180618286133,1,6,8262
5,0.696587085723877,1,7,29160
6,2.2811410427093506,1,8,104976
7,7.196845293045044,1,9,354294
8,23.294512271881104,1,10,1220346
9,73.0234546661377,1,11,4015332
10,238.73374271392822,1,12,13463172
11,739.141731262207,1,13,43578162
