,timing,scale_val,degree,number_of_roots_found
0,0.015976667404174805,1,2,27
1,0.014536857604980469,1,3,81
2,0.024234533309936523,1,4,243
3,0.0555272102355957,1,5,729
4,0.1610107421875,1,6,2187
5,0.5708379745483398,1,7,6561
6,1.6755037307739258,1,8,19683
7,5.3253538608551025,1,9,59049
8,17.57575297355652,1,10,177147
9,57.37372303009033,1,11,531441
10,187.80528092384338,1,12,1594323
11,597.0493860244751,1,13,4782969
