,timing,scale_val,degree,number_of_roots_found
0,0.09611153602600098,5,2,812
1,0.6235489845275879,10,2,5492
2,2.066333532333374,15,2,18276
3,4.767897129058838,20,2,42212
4,9.245594263076782,25,2,82500
5,15.48610544204712,30,2,138628
6,24.879945993423462,35,2,222668
7,36.56376576423645,40,2,326476
8,51.287447929382324,45,2,466740
9,69.6940643787384,50,2,636180
