,l_xy,n_pts,time
0,1,10,0.003277301788330078
1,1,20,0.012613773345947266
2,1,30,0.028415679931640625
3,1,40,0.05217623710632324
4,1,50,0.08197832107543945
5,1,60,0.11676740646362305
6,1,70,0.15890026092529297
7,1,80,0.21851754188537598
8,1,90,0.265045166015625
9,1,100,0.32467198371887207
10,1,110,0.3924877643585205
11,1,120,0.46310997009277344
12,1,130,0.5440165996551514
13,1,140,0.6337611675262451
14,1,150,0.7292547225952148
15,1,160,0.8277523517608643
16,1,170,0.9347400665283203
17,1,180,1.0537903308868408
18,1,190,1.1685760021209717
19,1,200,1.297464370727539
20,1,210,1.4342811107635498
21,1,220,1.5680649280548096
22,1,230,1.7177960872650146
23,1,240,1.8634285926818848
24,1,250,2.0278303623199463
25,1,260,2.1944544315338135
26,1,270,2.355731964111328
27,1,280,2.5342328548431396
28,1,290,2.7203807830810547
29,1,300,2.931107997894287
30,1,310,3.099616289138794
31,1,320,3.321812629699707
32,1,330,3.526491641998291
33,1,340,3.7405879497528076
34,1,350,3.95461106300354
35,1,360,4.188386917114258
36,1,370,4.4371232986450195
37,1,380,4.656137943267822
38,1,390,4.937742710113525
39,1,400,5.16570258140564
40,1,410,5.43022346496582
41,1,420,5.712929725646973
42,1,430,5.980297565460205
43,1,440,6.267966270446777
44,1,450,6.594257593154907
45,1,460,6.898695468902588
46,1,470,7.19327449798584
47,1,480,7.514538764953613
48,1,490,7.824527263641357
49,1,500,8.147666931152344
50,1,510,8.476346254348755
51,1,520,8.809195518493652
52,1,530,9.154913902282715
53,1,540,9.490350246429443
54,1,550,9.860377788543701
55,1,560,10.219264268875122
56,1,570,10.581764221191406
57,1,580,10.960752010345459
58,1,590,11.363600969314575
59,1,600,11.666075706481934
60,1,610,12.041840314865112
61,1,620,12.422402620315552
62,1,630,12.859872579574585
63,1,640,13.273853302001953
64,1,650,13.74143123626709
65,1,660,14.104347229003906
66,1,670,14.545015573501587
67,1,680,14.967700004577637
68,1,690,15.47240400314331
69,1,700,15.950400590896606
70,1,710,16.414491653442383
71,1,720,16.875725746154785
72,1,730,17.36367630958557
73,1,740,17.84055805206299
74,1,750,18.265926837921143
75,1,760,18.687489986419678
76,1,770,19.196310997009277
77,1,780,19.71077823638916
78,1,790,20.2003812789917
79,1,800,20.71198606491089
80,1,810,21.229212522506714
81,1,820,21.748234748840332
82,1,830,22.335312366485596
83,1,840,22.872942686080933
84,1,850,23.374103307724
85,1,860,23.9117751121521
86,1,870,24.505647659301758
87,1,880,25.00094771385193
88,1,890,25.663444995880127
89,1,900,26.231312036514282
90,1,910,26.808584928512573
91,1,920,27.436281204223633
92,1,930,27.94382882118225
93,1,940,28.60752773284912
94,1,950,29.31259536743164
95,1,960,30.014403343200684
96,1,970,30.636154174804688
97,1,980,31.277440786361694
98,1,990,31.91242003440857
99,1,1000,32.55282020568848
100,1,1010,33.20636224746704
101,1,1020,33.86458349227905
102,1,1030,34.553717613220215
103,1,1040,35.13628792762756
104,1,1050,35.666316747665405
105,1,1060,36.41128420829773
106,1,1070,37.054348945617676
107,1,1080,37.7597770690918
108,1,1090,39.34776568412781
109,1,1100,39.17231273651123
110,1,1110,39.83896613121033
111,1,1120,40.592700481414795
112,1,1130,41.3155300617218
113,1,1140,41.934964656829834
114,1,1150,42.94017934799194
115,1,1160,43.80389165878296
116,1,1170,44.5596067905426
117,1,1180,45.289114475250244
118,1,1190,46.09587574005127
119,1,1200,46.90624260902405
120,1,1210,47.67362952232361
121,1,1220,48.44094276428223
122,1,1230,49.22958302497864
123,1,1240,50.047964334487915
124,1,1250,50.876550912857056
125,1,1260,51.616084814071655
126,1,1270,52.43808436393738
127,1,1280,53.29241609573364
128,1,1290,54.21285676956177
129,1,1300,54.97207236289978
130,1,1310,55.880074977874756
131,1,1320,56.7319176197052
132,1,1330,57.69718527793884
133,1,1340,58.61093997955322
134,1,1350,59.30960464477539
135,1,1360,60.20238018035889
136,1,1370,61.173277378082275
137,1,1380,62.03681945800781
138,1,1390,62.899231910705566
139,1,1400,63.874266624450684
140,1,1410,64.82771635055542
141,1,1420,65.73295450210571
142,1,1430,66.50344371795654
143,1,1440,67.41362810134888
144,1,1450,68.4558527469635
145,1,1460,69.42541003227234
146,1,1470,70.31419086456299
147,1,1480,71.2503879070282
148,1,1490,72.20093488693237
